Day,Hour,Radiation,Temperature,PV_Power_kW,Load_Power_kW,SOC_kWh,action,Gia_mua_dien,Gia_ban_dien
17,12,824.3614142,30.0,3.477653902,0.677,9.2742088,1,3007,671
17,13,757.5765551,29.82962913,3.010619175,0.72,11.335766,1,3007,671
17,14,629.417349,29.33012702,2.212035317,0.399,12.967498,1,3007,671
17,15,450.2664925,28.53553391,2.175388323,0.262,14.689547,1,3007,671
17,16,234.6377227,27.5,1.10794746,0.363,15.36,1,3007,671
17,17,1.02e-13,26.29409523,0.0,1.53,13.56,2,5174,671
17,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
17,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
17,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
17,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
17,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
17,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
18,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
18,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
18,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
18,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
18,4,0.0,22.5,0.0,0.71,3.84,2,3007,671
18,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
18,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
18,7,235.8375076,26.29409523,1.100018837,2.176,3.84,0,3007,671
18,8,452.5688629,27.5,2.248118181,0.381,3.84,0,3007,671
18,9,632.6357804,28.53553391,2.233610217,0.379,3.84,0,3007,671
18,10,761.4503095,29.33012702,3.682195891,0.23,6.7778719,1,5174,671
18,11,828.576663,29.82962913,3.57599172,3.156,7.1558645,1,5174,671
18,12,828.576663,30.0,3.30395912,0.677,9.5201277,1,3007,671
18,13,761.4503095,29.82962913,2.612297947,0.72,11.223196,1,3007,671
18,14,632.6357804,29.33012702,3.146125423,0.399,13.695609,1,3007,671
18,15,452.5688629,28.53553391,1.576941594,0.262,14.879056,1,3007,671
18,16,235.8375076,27.5,0.897382043,0.363,15.36,1,3007,671
18,17,1.03e-13,26.29409523,0.0,1.53,13.56,2,5174,671
18,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
18,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
18,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
18,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
18,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
18,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
19,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
19,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
19,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
19,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
19,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
19,5,0.0,23.70590477,0.0,0.646,3.84,2,3007,671
19,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
19,7,201.5020852,26.29409523,0.895888912,2.176,3.84,0,3007,671
19,8,386.6796698,27.5,1.7631416,0.381,3.84,0,3007,671
19,9,540.5307673,28.53553391,2.821571923,0.379,4.0715509,1,3007,671
19,10,650.5912766,29.33012702,2.936226533,0.23,6.5071548,1,5174,671
19,11,707.9447499,29.82962913,3.889553173,3.156,7.1673527,1,5174,671
19,12,707.9447499,30.0,3.317849995,0.677,9.5441177,1,3007,671
19,13,650.5912766,29.82962913,2.510858682,0.72,11.15589,1,3007,671
19,14,540.5307673,29.33012702,3.037672931,0.399,13.530696,1,3007,671
19,15,386.6796698,28.53553391,1.699198759,0.262,14.824175,1,3007,671
19,16,201.5020852,27.5,0.958361104,0.363,15.36,1,3007,671
19,17,8.76e-14,26.29409523,0.0,1.53,13.56,2,5174,671
19,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
19,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
19,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
19,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
19,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
19,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
20,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
20,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
20,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
20,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
20,4,0.0,22.5,0.0,0.71,3.84,2,3007,671
20,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
20,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
20,7,298.1600299,26.29409523,0.957990233,2.176,3.84,0,3007,671
20,8,572.1649075,27.5,2.360139907,0.381,3.84,0,3007,671
20,9,799.816387,28.53553391,2.084965313,0.379,3.84,0,3007,671
20,10,962.6714995,29.33012702,3.231844024,0.23,6.4326073,1,5174,671
20,11,1047.536692,29.82962913,2.925597261,3.156,6.1615452,2,5174,671
20,12,1047.536692,30.0,4.304130372,0.677,9.4259625,1,3007,671
20,13,962.6714995,29.82962913,2.582821976,0.72,11.102502,1,3007,671
20,14,799.816387,29.33012702,2.532016339,0.399,13.022217,1,3007,671
20,15,572.1649075,28.53553391,2.129409863,0.262,14.702886,1,3007,671
20,16,298.1600299,27.5,1.09312677,0.363,15.36,1,3007,671
20,17,1.3e-13,26.29409523,0.0,1.53,13.56,2,5174,671
20,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
20,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
20,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
20,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
20,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
20,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
21,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
21,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
21,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
21,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
21,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
21,5,0.0,23.70590477,0.0,0.646,3.84,2,3007,671
21,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
21,7,184.8484952,26.29409523,0.89118538,2.176,3.84,0,3007,671
21,8,354.7216646,27.5,1.514896058,0.381,3.84,0,3007,671
21,9,495.8573944,28.53553391,2.791979614,0.379,3.84,0,3007,671
21,10,596.821707,29.33012702,3.399860421,0.23,6.635189,1,5174,671
21,11,649.4350744,29.82962913,3.742879605,3.156,7.1633807,1,5174,671
21,12,649.4350744,30.0,3.078965866,0.677,9.32515,1,3007,671
21,13,596.821707,29.82962913,2.425619953,0.72,10.860208,1,3007,671
21,14,495.8573944,29.33012702,3.278764397,0.399,13.451996,1,3007,671
21,15,354.7216646,28.53553391,1.666023476,0.262,14.715617,1,3007,671
21,16,184.8484952,27.5,1.078981112,0.363,15.36,1,3007,671
21,17,8.04e-14,26.29409523,0.0,1.53,13.56,2,5174,671
21,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
21,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
21,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
21,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
21,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
21,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
22,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
22,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
22,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
22,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
22,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
22,5,0.0,23.70590477,0.0,0.646,3.84,2,3007,671
22,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
22,7,87.38577731,26.29409523,1.091433527,2.176,3.84,0,3007,671
22,8,167.6920786,27.5,2.074437151,0.381,3.84,0,3007,671
22,9,234.4129651,28.53553391,2.538069298,0.379,3.96593,1,3007,671
22,10,282.1431072,29.33012702,2.426074955,0.23,5.9423975,1,5174,671
22,11,307.0156927,29.82962913,3.628635776,3.156,6.3677697,1,5174,671
22,12,307.0156927,30.0,3.054053188,0.677,8.5071176,1,3007,671
22,13,282.1431072,29.82962913,3.122264044,0.72,10.669155,1,3007,671
22,14,234.4129651,29.33012702,3.268875819,0.399,13.252043,1,3007,671
22,15,167.6920786,28.53553391,1.806984971,0.262,14.64253,1,3007,671
22,16,87.38577731,27.5,1.160188989,0.363,15.36,1,3007,671
22,17,3.8e-14,26.29409523,0.0,1.53,13.56,2,5174,671
22,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
22,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
22,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
22,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
22,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
22,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
23,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
23,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
23,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
23,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
23,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
23,5,0.0,23.70590477,0.0,0.646,4.3870588,0,3007,671
23,6,0.0,25.0,0.0,1.877,3.84,2,3007,671
23,7,271.5797925,26.29409523,1.036054298,2.176,3.84,0,3007,671
23,8,521.1578053,27.5,2.01085587,0.381,3.84,0,3007,671
23,9,728.5147122,28.53553391,2.84338029,0.379,4.2226162,1,3007,671
23,10,876.8516898,29.33012702,2.788894276,0.23,6.5256211,1,5174,671
23,11,954.1513583,29.82962913,3.857069672,3.156,7.1565838,1,5174,671
23,12,954.1513583,30.0,2.772340411,0.677,9.0423901,1,3007,671
23,13,876.8516898,29.82962913,2.720450774,0.72,10.842796,1,3007,671
23,14,728.5147122,29.33012702,3.162318677,0.399,13.329783,1,3007,671
23,15,521.1578053,28.53553391,2.130207401,0.262,15.011169,1,3007,671
23,16,271.5797925,27.5,0.750589673,0.363,15.36,1,3007,671
23,17,1.18e-13,26.29409523,0.0,1.53,13.56,2,5174,671
23,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
23,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
23,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
23,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
23,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
23,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
24,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
24,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
24,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
24,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
24,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
24,5,0.0,23.70590477,0.0,0.646,4.3870588,0,3007,671
24,6,0.0,25.0,0.0,1.877,3.84,2,3007,671
24,7,101.3421687,26.29409523,1.206257803,2.176,3.84,0,3007,671
24,8,194.4741976,27.5,1.945164558,0.381,3.84,0,3007,671
24,9,271.8510836,28.53553391,2.261577844,0.379,3.84,0,3007,671
24,10,327.2042115,29.33012702,3.388869611,0.23,5.8810489,1,5174,671
24,11,356.0492002,29.82962913,3.907291861,3.156,6.5572115,1,5174,671
24,12,356.0492002,30.0,3.898643973,0.677,9.4566911,1,3007,671
24,13,327.2042115,29.82962913,3.236243488,0.72,11.72131,1,3007,671
24,14,271.8510836,29.33012702,2.086237137,0.399,13.239824,1,3007,671
24,15,194.4741976,28.53553391,1.78041605,0.262,14.606398,1,3007,671
24,16,101.3421687,27.5,1.200335428,0.363,15.36,1,3007,671
24,17,4.41e-14,26.29409523,0.0,1.53,13.56,2,5174,671
24,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
24,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
24,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
24,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
24,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
24,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
25,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
25,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
25,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
25,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
25,4,0.0,22.5,0.0,0.71,3.84,2,3007,671
25,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
25,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
25,7,177.1708262,26.29409523,1.208028041,2.176,3.84,0,3007,671
25,8,339.9883258,27.5,1.488195579,0.381,3.84,0,3007,671
25,9,475.2619931,28.53553391,3.092185733,0.379,5.356092,1,3007,671
25,10,572.0327603,29.33012702,2.869519884,0.23,7.7316599,1,5174,671
25,11,622.4608353,29.82962913,3.386474357,3.156,7.9390869,1,5174,671
25,12,622.4608353,30.0,2.651303504,0.677,9.71596,1,3007,671
25,13,572.0327603,29.82962913,2.883388882,0.72,11.66301,1,3007,671
25,14,475.2619931,29.33012702,2.663738368,0.399,13.701275,1,3007,671
25,15,339.9883258,28.53553391,1.48074486,0.262,14.798145,1,3007,671
25,16,177.1708262,27.5,0.987283424,0.363,15.36,1,3007,671
25,17,7.7e-14,26.29409523,0.0,1.53,13.56,2,5174,671
25,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
25,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
25,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
25,21,0.0,21.46446609,0.0,1.98,3.84,2,3007,671
25,22,0.0,20.66987298,0.0,0.887,3.84,0,1830,671
25,23,0.0,20.17037087,0.0,0.626,3.84,0,1830,671
26,0,0.0,20.0,0.0,0.546,3.84,0,1830,671
26,1,0.0,20.17037087,0.0,0.615,3.84,0,1830,671
26,2,0.0,20.66987298,0.0,0.529,3.84,0,1830,671
26,3,0.0,21.46446609,0.0,0.638,3.84,0,1830,671
26,4,0.0,22.5,0.0,0.71,3.84,0,3007,671
26,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
26,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
26,7,65.91334059,26.29409523,0.798531512,2.176,3.84,0,3007,671
26,8,126.4867743,27.5,1.702461664,0.381,3.84,0,3007,671
26,9,176.8130019,28.53553391,2.407258965,0.379,3.84,0,3007,671
26,10,212.8148915,29.33012702,2.801597619,0.23,6.1180817,1,5174,671
26,11,231.5757843,29.82962913,3.510312621,3.156,6.436963,1,5174,671
26,12,231.5757843,30.0,3.546109269,0.677,9.0191614,1,3007,671
26,13,212.8148915,29.82962913,2.972785895,0.72,11.046669,1,3007,671
26,14,176.8130019,29.33012702,2.465760647,0.399,12.906753,1,3007,671
26,15,126.4867743,28.53553391,2.215685475,0.262,14.66507,1,3007,671
26,16,65.91334059,27.5,1.135144256,0.363,15.36,1,3007,671
26,17,2.87e-14,26.29409523,0.0,1.53,13.56,2,5174,671
26,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
26,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
26,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
26,21,0.0,21.46446609,0.0,1.98,3.84,2,3007,671
26,22,0.0,20.66987298,0.0,0.887,3.84,0,1830,671
26,23,0.0,20.17037087,0.0,0.626,3.84,0,1830,671
27,0,0.0,20.0,0.0,0.546,3.84,0,1830,671
27,1,0.0,20.17037087,0.0,0.615,3.84,0,1830,671
27,2,0.0,20.66987298,0.0,0.529,3.84,0,1830,671
27,3,0.0,21.46446609,0.0,0.638,3.84,0,1830,671
27,4,0.0,22.5,0.0,0.71,3.84,0,3007,671
27,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
27,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
27,7,242.7486618,26.29409523,1.079434563,2.176,3.84,0,3007,671
27,8,465.8312707,27.5,2.224584903,0.381,3.84,0,3007,671
27,9,651.1750004,28.53553391,3.137437776,0.379,3.84,0,3007,671
27,10,783.7644043,29.33012702,3.599510502,0.23,6.6181897,1,5174,671
27,11,852.8578774,29.82962913,3.378271131,3.156,6.8182337,1,5174,671
27,12,852.8578774,30.0,3.676753401,0.677,9.5180118,1,3007,671
27,13,783.7644043,29.82962913,2.658165835,0.72,11.262361,1,3007,671
27,14,651.1750004,29.33012702,2.891207614,0.399,13.505348,1,3007,671
27,15,465.8312707,28.53553391,1.597856221,0.262,14.707618,1,3007,671
27,16,242.7486618,27.5,1.087868369,0.363,15.36,1,3007,671
27,17,1.06e-13,26.29409523,0.0,1.53,13.56,2,5174,671
27,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
27,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
27,20,0.0,22.5,0.0,1.944,3.84,2,3007,671
27,21,0.0,21.46446609,0.0,1.98,3.84,0,3007,671
27,22,0.0,20.66987298,0.0,0.887,3.84,0,1830,671
27,23,0.0,20.17037087,0.0,0.626,3.84,0,1830,671
28,0,0.0,20.0,0.0,0.546,3.84,0,1830,671
28,1,0.0,20.17037087,0.0,0.615,3.84,0,1830,671
28,2,0.0,20.66987298,0.0,0.529,3.84,0,1830,671
28,3,0.0,21.46446609,0.0,0.638,3.84,0,1830,671
28,4,0.0,22.5,0.0,0.71,3.84,0,3007,671
28,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
28,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
28,7,287.4404333,26.29409523,0.796009435,2.176,3.84,0,3007,671
28,8,551.5941522,27.5,1.63887473,0.381,3.84,0,3007,671
28,9,771.0609934,28.53553391,2.685809473,0.379,5.0313486,1,3007,671
28,10,928.0610585,29.33012702,3.374411531,0.23,7.861319,1,5174,671
28,11,1009.875136,29.82962913,3.040553374,3.156,7.7254995,2,5174,671
28,12,1009.875136,30.0,2.713702978,0.677,9.5585321,1,3007,671
28,13,928.0610585,29.82962913,3.027453444,0.72,11.63524,1,3007,671
28,14,771.0609934,29.33012702,2.306697289,0.399,13.352168,1,3007,671
28,15,551.5941522,28.53553391,1.636203428,0.262,14.588951,1,3007,671
28,16,287.4404333,27.5,1.219721249,0.363,15.36,1,3007,671
28,17,1.25e-13,26.29409523,0.0,1.53,13.56,2,5174,671
28,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
28,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
28,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
28,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
28,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
28,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
29,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
29,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
29,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
29,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
29,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
29,5,0.0,23.70590477,0.0,0.646,4.3870588,0,3007,671
29,6,0.0,25.0,0.0,1.877,3.84,2,3007,671
29,7,183.2414714,26.29409523,1.044079074,2.176,3.84,0,3007,671
29,8,351.6378086,27.5,1.538814537,0.381,3.84,0,3007,671
29,9,491.5465418,28.53553391,2.443703834,0.379,4.1577789,1,3007,671
29,10,591.6330975,29.33012702,2.630111642,0.23,6.3178794,1,5174,671
29,11,643.7890582,29.82962913,3.818780236,3.156,6.9143816,1,5174,671
29,12,643.7890582,30.0,2.972437472,0.677,8.9802753,1,3007,671
29,13,591.6330975,29.82962913,3.028776637,0.72,11.058174,1,3007,671
29,14,491.5465418,29.33012702,3.186533141,0.399,13.566954,1,3007,671
29,15,351.6378086,28.53553391,1.621704485,0.262,14.790688,1,3007,671
29,16,183.2414714,27.5,0.995568736,0.363,15.36,1,3007,671
29,17,7.97e-14,26.29409523,0.0,1.53,13.56,2,5174,671
29,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
29,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
29,20,0.0,22.5,0.0,1.944,3.84,2,3007,671
29,21,0.0,21.46446609,0.0,1.98,3.84,0,3007,671
29,22,0.0,20.66987298,0.0,0.887,3.84,0,1830,671
29,23,0.0,20.17037087,0.0,0.626,3.84,0,1830,671
30,0,0.0,20.0,0.0,0.546,3.84,0,1830,671
30,1,0.0,20.17037087,0.0,0.615,3.84,0,1830,671
30,2,0.0,20.66987298,0.0,0.529,3.84,0,1830,671
30,3,0.0,21.46446609,0.0,0.638,3.84,0,1830,671
30,4,0.0,22.5,0.0,0.71,3.84,0,3007,671
30,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
30,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
30,7,253.1928881,26.29409523,1.16193664,2.176,3.84,0,3007,671
30,8,485.8735941,27.5,1.888872831,0.381,3.84,0,3007,671
30,9,679.1917112,28.53553391,2.438944428,0.379,3.84,0,3007,671
30,10,817.4857551,29.33012702,3.668675402,0.23,6.0480418,1,5174,671
30,11,889.551965,29.82962913,3.399321644,3.156,6.2670313,1,5174,671
30,12,889.551965,30.0,2.932700641,0.677,8.2971619,1,3007,671
30,13,817.4857551,29.82962913,3.770201101,0.72,11.042343,1,3007,671
30,14,679.1917112,29.33012702,3.169088758,0.399,13.535423,1,3007,671
30,15,485.8735941,28.53553391,1.870998473,0.262,14.983521,1,3007,671
30,16,253.1928881,27.5,0.781309607,0.363,15.36,1,3007,671
30,17,1.1e-13,26.29409523,0.0,1.53,13.56,2,5174,671
30,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
30,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
30,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
30,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
30,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
30,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
31,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
31,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
31,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
31,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
31,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
31,5,0.0,23.70590477,0.0,0.646,4.3870588,0,3007,671
31,6,0.0,25.0,0.0,1.877,3.84,2,3007,671
31,7,298.7359767,26.29409523,0.958710853,2.176,3.84,0,3007,671
31,8,573.2701413,27.5,2.376138528,0.381,3.84,0,3007,671
31,9,801.3613684,28.53553391,2.738794394,0.379,5.3544302,1,3007,671
31,10,964.5310633,29.33012702,2.915593758,0.23,7.7714646,1,5174,671
31,11,1049.560188,29.82962913,2.996581408,3.156,7.5839133,2,5174,671
31,12,1049.560188,30.0,3.22376543,0.677,9.8760022,1,3007,671
31,13,964.5310633,29.82962913,2.997836474,0.72,11.926055,1,3007,671
31,14,801.3613684,29.33012702,2.086576262,0.399,13.444874,1,3007,671
31,15,573.2701413,28.53553391,1.778951897,0.262,14.81013,1,3007,671
31,16,298.7359767,27.5,0.973966295,0.363,15.36,1,3007,671
31,17,1.3e-13,26.29409523,0.0,1.53,13.56,2,5174,671
31,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
31,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
31,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
31,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
31,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
31,23,0.0,20.17037087,0.0,0.626,4.3870588,0,1830,671
32,0,0.0,20.0,0.0,0.546,4.3870588,0,1830,671
32,1,0.0,20.17037087,0.0,0.615,4.3870588,0,1830,671
32,2,0.0,20.66987298,0.0,0.529,4.3870588,0,1830,671
32,3,0.0,21.46446609,0.0,0.638,4.3870588,0,1830,671
32,4,0.0,22.5,0.0,0.71,4.3870588,0,3007,671
32,5,0.0,23.70590477,0.0,0.646,4.3870588,0,3007,671
32,6,0.0,25.0,0.0,1.877,3.84,2,3007,671
32,7,105.4062041,26.29409523,1.131508257,2.176,3.84,0,3007,671
32,8,202.2730243,27.5,2.142599949,0.381,3.84,0,3007,671
32,9,282.7528871,28.53553391,3.063267391,0.379,3.8592371,1,3007,671
32,10,340.3257926,29.33012702,3.230734679,0.23,6.5598983,1,5174,671
32,11,370.3275264,29.82962913,2.857585948,3.156,6.2088229,2,5174,671
32,12,370.3275264,30.0,3.782342469,0.677,9.0036311,1,3007,671
32,13,340.3257926,29.82962913,3.394777408,0.72,11.410931,1,3007,671
32,14,282.7528871,29.33012702,2.98246413,0.399,13.736049,1,3007,671
32,15,202.2730243,28.53553391,1.588938265,0.262,14.930293,1,3007,671
32,16,105.4062041,27.5,0.840452266,0.363,15.36,1,3007,671
32,17,4.58e-14,26.29409523,0.0,1.53,13.56,2,5174,671
32,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
32,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
32,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
32,21,0.0,21.46446609,0.0,1.98,3.84,2,3007,671
32,22,0.0,20.66987298,0.0,0.887,3.84,0,1830,671
32,23,0.0,20.17037087,0.0,0.626,3.84,0,1830,671
33,0,0.0,20.0,0.0,0.546,3.84,0,1830,671
33,1,0.0,20.17037087,0.0,0.615,3.84,0,1830,671
33,2,0.0,20.66987298,0.0,0.529,3.84,0,1830,671
33,3,0.0,21.46446609,0.0,0.638,3.84,0,1830,671
33,4,0.0,22.5,0.0,0.71,3.84,0,3007,671
33,5,0.0,23.70590477,0.0,0.646,3.84,0,3007,671
33,6,0.0,25.0,0.0,1.877,3.84,0,3007,671
33,7,282.6376149,26.29409523,0.899384753,2.176,3.84,0,3007,671
33,8,542.3776112,27.5,1.657086329,0.381,3.84,0,3007,671
33,9,758.177399,28.53553391,2.281038312,0.379,3.8500313,1,3007,671
33,10,912.5541631,29.33012702,3.081594407,0.23,6.4164663,1,5174,671
33,11,993.001216,29.82962913,4.194661134,3.156,7.3512613,1,5174,671
33,12,993.001216,30.0,3.496469985,0.677,9.8887843,1,3007,671
33,13,912.5541631,29.82962913,2.702280036,0.72,11.672836,1,3007,671
33,14,758.177399,29.33012702,2.097560376,0.399,13.201541,1,3007,671
33,15,542.3776112,28.53553391,2.08970371,0.262,14.846474,1,3007,671
33,16,282.6376149,27.5,0.933584449,0.363,15.36,1,3007,671
33,17,1.23e-13,26.29409523,0.0,1.53,13.56,2,5174,671
33,18,0.0,25.0,0.0,3.848,9.0329412,2,5174,671
33,19,0.0,23.70590477,0.0,3.949,4.3870588,2,5174,671
33,20,0.0,22.5,0.0,1.944,4.3870588,0,3007,671
33,21,0.0,21.46446609,0.0,1.98,4.3870588,0,3007,671
33,22,0.0,20.66987298,0.0,0.887,4.3870588,0,1830,671
